,縣市,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,車位數,總樓層數temp,總樓層數-轉換
210,新北市,淡水區,房地(土地+建物)+車位,新北市淡水區濱海路二段２０２巷６５弄３７號十一樓,14.46,住,,,1101222,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030327,117.56,2,2,1,有,有,7400000,62947,坡道平面,18.19,0,,RPRNMLSLJHHGFEF38EA,59.39,3.82,6.35,有,66.0,1.0,十五,15
214,新北市,三重區,房地(土地+建物),新北市三重區重新路三段１５０號十一樓之二,4.4,,,,1110111,土地2建物1車位0,十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1031226,79.66,1,1,1,有,有,13300000,166960,,0.0,0,,RPSNMLQLJHHGFGF48EA,42.22,1.82,5.04,有,68.0,0.0,二十四,24
215,新北市,三重區,房地(土地+建物),新北市三重區三和路一段９３號十樓,6.71,商,,,1101025,土地2建物1車位0,十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040521,89.41,2,2,1,有,有,14475000,161895,,0.0,0,陽台外推；其他增建；,RPURMLRLJHHGFGF56EA,47.49,0.0,12.86,有,69.0,0.0,二十三,23
220,新北市,中和區,房地(土地+建物),新北市中和區橋和路１６０巷３１號五樓,9.78,住,,,1101211,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871230,74.17,2,2,1,有,有,11150000,150310,,0.0,0,其他增建；,RPRNMLRLJHHGFHF58EA,49.29,0.0,5.5,有,,0.0,十四,14
221,新北市,中和區,房地(土地+建物),新北市中和區景新街５６０號八樓之二,9.24,住,,,1110116,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860318,54.260000000000005,1,1,1,有,有,7800000,143752,,0.0,0,陽台外推；其他增建；,RPSNMLRLJHHGFHF68EA,31.2,0.0,9.26,有,,0.0,十五,15
223,新北市,中和區,房地(土地+建物),新北市中和區華新街１０９巷３５號十四樓,19.73,住,,,1101207,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880918,98.93,2,2,2,有,有,13100000,132417,,0.0,0,陽台外推；,RPUNMLRLJHHGFHF88EA,67.87,0.0,8.31,有,73.0,0.0,十四,14
230,新北市,蘆洲區,房地(土地+建物),新北市蘆洲區中山一路１６０號十三樓,4.36,住,,,1110112,土地1建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890113,38.010000000000005,0,0,0,無,有,5580000,146803,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLSLJHHGFGF98EA,27.68,0.0,2.51,有,76.0,0.0,十四,14
235,新北市,中和區,房地(土地+建物),新北市中和區南山路２５６之３號五樓,18.66,住,,,1100910,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1080703,104.17,2,1,1,有,有,15600000,149755,,0.0,0,,RPTNMLSLJHHGFHF88EA,62.42,0.0,7.59,有,78.0,0.0,十四,14
239,新北市,三重區,房地(土地+建物)+車位,新北市三重區文化南路４８號十九樓之三,8.41,商,,,1101228,土地3建物1車位1,十九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000622,117.44999999999999,2,1,1,有,有,16500000,140485,坡道機械,16.21,0,,RPRNMLRLJHHGFGF48EA,54.74,7.0,7.56,有,79.0,1.0,十九,19
240,新北市,三重區,房地(土地+建物),新北市三重區福德北路１６號七樓,9.03,商,,,1101217,土地2建物1車位0,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090601,78.53,2,1,1,有,有,15200000,193557,,0.0,0,,RPTNMLRLJHHGFGF68EA,46.26,2.4,5.25,有,80.0,0.0,十三,13
245,新北市,淡水區,房地(土地+建物),新北市淡水區北新路１６９巷５４號四樓,6.37,住,,,1110112,土地2建物1車位0,四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851228,42.98,1,0,1,有,有,3120000,72592,,0.0,0,,RPPNMLRJKHHGFEF97EA,29.31,0.0,3.92,有,,0.0,十八,18
252,新北市,新店區,房地(土地+建物),新北市新店區三民路６３號二樓之１,7.16,住,,,1101020,土地3建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1101012,51.22,0,1,1,有,有,9030000,176298,,0.0,0,,RPWNMLSLJHHGFCF68EA,27.69,0.0,7.75,有,83.0,0.0,十五,15
256,新北市,板橋區,房地(土地+建物)+車位,新北市板橋區大華街３６號三樓,8.88,商,,,1100309,土地6建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990924,106.96000000000001,2,2,1,有,有,15600000,145849,坡道機械,0.0,1500000,,RPRTMLSLJHHGFAF58EA,55.0,2.35,6.62,有,,1.0,十五,15
271,新北市,中和區,房地(土地+建物)+車位,新北市中和區中原街９６號二十一樓,26.87,住,,,1101102,土地1建物1車位1,二十一層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1091202,159.14,2,2,2,有,有,21500000,150498,坡道平面,31.63,2310000,,RPSPMLKLJHHGFHF08DA,74.27,1.81,8.07,有,,1.0,二十三,23
272,新北市,中和區,房地(土地+建物)+車位,新北市中和區中原街１１６號二十三樓,26.87,住,,,1101105,土地1建物1車位1,二十三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1091202,158.74,2,2,2,有,有,21800000,154984,坡道平面,31.63,2100000,,RPUPMLKLJHHGFHF28DA,74.27,1.81,8.07,有,,1.0,二十三,23
273,新北市,中和區,房地(土地+建物)+車位,新北市中和區中原東街７１號十二樓,26.75,住,,,1101225,土地1建物1車位1,十二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1080523,166.56,3,2,2,有,有,21880000,154575,坡道平面,39.89,2300000,,RPRRMLRJJHHGFHF68DA,73.0,0.96,8.79,有,94.0,1.0,二十三,23
276,新北市,中和區,房地(土地+建物)+車位,新北市中和區中原街１１２號五樓,20.43,住,,,1101022,土地1建物1車位1,五層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1091202,129.94,2,2,1,有,有,15980000,141186,坡道平面,31.63,2100000,,RPPPMLRLKIGGFHF58DA,56.24,4.76,4.74,有,,1.0,二十三,23
277,新北市,三重區,房地(土地+建物)+車位,新北市三重區疏洪東路一段１３６號八樓,30.5,商,,,1101201,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101007,193.97,3,2,2,有,有,25000000,151243,坡道平面,43.88,2300000,,RPSPMLRLJHHGFGF68DA,91.51,3.17,5.88,有,,1.0,十三,13
280,新北市,蘆洲區,房地(土地+建物),新北市蘆洲區重陽一街３２號八樓之二,21.6,住,,,1101215,土地1建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831221,111.68,3,2,1,有,有,18000000,161175,,0.0,0,,RPQNMLNJKHHGFGF77DA,84.86,0.0,10.42,有,,0.0,十三,13
288,新北市,淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段１１６號十八樓,16.92,住,,,1101219,土地1建物1車位1,十八層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,115.46000000000001,2,2,2,有,有,8500000,73619,坡道平面,25.02,0,,RPRQMLQLJHHGFEF38DA,53.25,3.72,4.17,有,100.0,1.0,二十六,26
289,新北市,淡水區,房地(土地+建物),新北市淡水區八勢路２巷５號十一樓,20.8,住,,,1101119,土地2建物1車位0,十一層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080509,105.64,2,2,2,有,有,13000000,123059,,0.0,0,,RPRQMLTKJHHGFEF58DA,56.94,2.76,8.14,有,101.0,0.0,二十一,21
293,新北市,淡水區,房地(土地+建物)+車位,新北市淡水區新市三路二段３６７號二十四樓,5.19,商,,,1110104,土地1建物1車位1,二十四層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080822,83.66999999999999,1,1,1,有,有,5400000,69324,坡道平面,25.97,1400000,,RPSSMLQJJHHGFEF48DA,33.96,0.0,5.48,有,,1.0,二十九,29
294,新北市,淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段４３０號二十一樓,5.81,商,,,1101116,土地1建物1車位1,二十一層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080822,90.86,1,1,1,有,有,6400000,77053,坡道平面,25.97,1400000,含裝潢費540000元；,RPTVMLOLJIGGFEF88DA,38.92,0.0,5.48,有,,1.0,二十九,29
295,新北市,淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段１６８號十七樓,8.46,商,,,1101124,土地1建物1車位1,十七層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,124.42,2,2,1,有,有,8540000,75764,坡道平面,30.84,1450000,含裝潢費1050000元；,RPWVMLOLJIGGFEF56DA,54.78,3.26,5.93,有,,1.0,二十七,27
297,新北市,淡水區,房地(土地+建物)+車位,新北市淡水區新市三路二段２５５號二十七樓,7.79,商,,,1101214,土地1建物1車位1,二十七層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,104.32,2,1,1,有,有,7890000,81827,坡道機械,15.23,600000,含裝潢費1050000元；,RPWQMLKMKIGGFEF48DA,52.32,0.93,6.0,有,,1.0,二十九,29
298,新北市,淡水區,房地(土地+建物),新北市淡水區中正東路一段６３之８號三樓,12.79,住,,,1101211,土地2建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011121,68.91,2,2,1,有,有,6000000,87070,,0.0,0,夾層；,RPTNMLLJJHHGFEF57DA,40.25,0.0,5.26,有,103.0,0.0,十四,14
299,新北市,淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段２６０號十三樓,10.95,商,,,1101215,土地1建物1車位1,十三層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,153.15,3,2,2,有,有,10520000,74973,坡道平面,30.84,1350000,含裝潢費1250000元；,RPSPMLNJJHHGFEF87DA,70.14,5.71,7.71,有,,1.0,二十六,26
300,新北市,淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段３９０號二十四樓,5.18,商,,,1101122,土地1建物1車位1,二十四層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080822,83.34,1,1,1,有,有,6070000,81401,坡道平面,25.97,1400000,含裝潢費470000元；,RPTOMLMJKIGGFEF87DA,34.94,0.0,4.27,有,,1.0,二十九,29
301,新北市,淡水區,房地(土地+建物)+車位,新北市淡水區新市三路二段３７１號二十七樓,5.19,商,,,1101118,土地1建物1車位1,二十七層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080822,83.66999999999999,1,1,1,有,有,5380000,68977,坡道平面,25.97,1400000,,RPVOMLMJKIGGFEF08DA,33.96,0.0,5.48,有,,1.0,二十九,29
302,新北市,淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段３１６號二十二樓,7.84,商,,,1101126,土地1建物1車位1,二十二層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,117.44,2,2,1,有,有,7770000,73557,坡道平面,30.84,1400000,含裝潢費850000元；,RPRRMLMJKIGGFEF97DA,51.49,2.8,4.89,有,,1.0,二十七,27
303,新北市,淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段３４０號十一樓,10.95,商,,,1101208,土地1建物1車位1,十一層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,153.15,3,2,2,有,有,10430000,74238,坡道平面,30.84,1350000,含裝潢費1250000元；,RPURMLTJKIGGFEF98DA,70.14,5.71,7.71,有,,1.0,二十七,27
304,新北市,淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段４２０號二十九樓,5.82,商,,,1101216,土地1建物1車位1,二十九層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080822,91.1,1,1,1,有,有,5980000,71856,坡道平面,25.97,1300000,,RPSSMLQKKIGGFEF68DA,39.05,0.0,5.48,有,,1.0,二十九,29
305,新北市,汐止區,房地(土地+建物),新北市汐止區復興路１７號四樓,6.55,商,,,1101220,土地3建物1車位0,四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961009,81.21,2,2,1,有,有,11750000,144687,,0.0,0,,RPPNMLSLJHHGFDF97DA,55.51,0.0,5.21,有,,0.0,十九,19
309,新北市,汐止區,房地(土地+建物),新北市汐止區新臺五路二段１８０號１８樓,5.08,住,,,1101127,土地2建物1車位0,十八層,三十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0851230,99.47999999999999,3,2,2,有,有,8200000,82429,,0.0,0,,RPPPMLKKJHHGFDF27DA,64.91,1.04,9.18,有,105.0,0.0,三十六,36
322,新北市,泰山區,房地(土地+建物)+車位,新北市泰山區仁義路１９１號十二樓,11.51,商,,,1101021,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931126,131.20999999999998,3,2,2,有,有,12600000,96029,坡道平面,24.27,0,,RPPNMLNJKHHGFBF17DA,69.93,2.01,7.44,有,,1.0,十三,13
325,新北市,林口區,房地(土地+建物)+車位,新北市林口區民族路１２號二樓,26.39,住,,,1101220,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970923,187.34,4,2,2,有,有,18000000,102324,坡道平面,29.02,1800000,,RPUWMLRLJHHGFBF09DA,96.42,2.24,12.26,有,,1.0,十三,13
332,新北市,新莊區,房地(土地+建物)+車位,新北市新莊區新北大道四段２０１號十二樓,25.13,商,,,1101031,土地1建物1車位1,十二層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050920,224.31,2,2,2,有,有,32150000,162705,坡道平面,40.48,2240000,含裝潢費；含傢俱設備費；,RPWTMLLLJHHGFBF38DA,108.0,0.0,10.15,有,,1.0,二十八,28
333,新北市,新莊區,房地(土地+建物)+車位,新北市新莊區新北大道四段２０３號十八樓,26.16,商,,,1101112,土地1建物1車位2,十八層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050920,270.76,2,2,2,有,有,34250000,158114,坡道平面,80.96,4240000,,RPXTMLLLJHHGFBF48DA,112.44,0.0,9.08,有,,2.0,二十八,28
334,新北市,新莊區,房地(土地+建物)+車位,新北市新莊區新北大道四段１９７號十八樓,26.42,商,,,1101112,土地1建物1車位2,十八層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050920,272.12,2,2,2,有,有,34200000,156727,坡道平面,80.96,4240000,,RPPUMLLLJHHGFBF77DA,113.62,0.0,8.62,有,,2.0,二十八,28
338,新北市,林口區,房地(土地+建物)+車位,新北市林口區文化三路一段１９１巷８號九樓,17.2,住,,,1101128,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970411,146.09,3,2,2,有,有,15480000,105962,坡道平面,15.6,0,陽台外推；,RPORMLMKJHHGFBF37DA,73.5,5.37,10.43,有,115.0,1.0,十五,15
346,新北市,新莊區,房地(土地+建物),新北市新莊區龍安路６９巷５２號三樓,8.22,住,,,1101005,土地1建物1車位0,三層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061205,93.33000000000001,2,1,1,有,有,12800000,137148,,0.0,0,,RPTNMLQJJHHGFBF77DA,53.63,3.56,4.01,有,117.0,0.0,二十二,22
347,新北市,五股區,房地(土地+建物)+車位,新北市五股區水碓路７號三樓,11.31,商,,,1101211,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860618,125.05,3,2,2,有,有,9380000,75010,坡道機械,0.0,0,陽台外推；,RPPOMLNJJHHGFBF17DA,76.31,0.71,11.98,有,,1.0,十四,14
349,新北市,土城區,房地(土地+建物)+車位,新北市土城區學士路２６０號十六樓,21.96,住,,,1070316,土地1建物1車位1,十六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1100723,148.76,2,2,2,有,有,15000000,116830,坡道平面,30.64,1200000,預售屋轉讓，轉讓價格新台幣1390萬元正,RPUTMLSLJHHGFAF78DA,73.04,2.9,4.67,有,,1.0,二十四,24
350,新北市,板橋區,房地(土地+建物)+車位,新北市板橋區重慶路２４５巷８６號十五樓,18.86,住,,,1101230,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991122,139.26999999999998,3,2,2,有,有,20800000,149350,坡道機械,3.57,0,依使用現況點交,RPUQMLRLJHHGFAF38DA,87.37,7.64,5.4,有,118.0,1.0,十五,15
351,新北市,土城區,房地(土地+建物)+車位,新北市土城區中州路３０巷１１號九樓,24.11,都市：其他:住宅區,,,1101214,土地5建物1車位1,九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020503,175.66,3,2,2,有,有,14500000,82546,坡道平面,34.52,0,,RPTNMLQLJHHGFAF87DA,83.75,3.35,13.14,有,119.0,1.0,十九,19
353,新北市,板橋區,房地(土地+建物)+車位,新北市板橋區新崑路１０８號六樓,18.08,住,,,1101225,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051124,108.03,2,1,1,有,有,11800000,109229,坡道平面,24.71,0,,RPPRMLOLJHHGFAF67DA,47.04,1.99,7.2,有,120.0,1.0,十三,13
355,新北市,土城區,房地(土地+建物)+車位,新北市土城區學海街７號十三樓,26.6,住,,,1080729,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100922,161.45999999999998,3,1,2,有,有,17680000,120850,坡道平面,35.85,2500000,預售屋、或土地及建物分件登記案件；,RPWWMLKLJHHGFAF48DA,73.79,3.29,7.56,有,,1.0,十四,14
356,新北市,土城區,房地(土地+建物)+車位,新北市土城區學海街７號十四樓,26.6,住,,,1081205,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100922,159.75,3,1,2,有,有,17770000,122363,坡道平面,34.14,2400000,預售屋、或土地及建物分件登記案件；,RPXWMLKLJHHGFAF58DA,73.79,3.29,7.56,有,,1.0,十四,14
357,新北市,土城區,房地(土地+建物)+車位,新北市土城區學海街９號十二樓,17.67,住,,,1071014,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100922,116.21000000000001,2,1,1,有,有,12000000,121329,坡道平面,35.85,2250000,110.3.22換約預售屋、或土地及建物分件登記案件；,RPSWMLKLJHHGFAF08DA,45.42,1.95,6.82,有,,1.0,十四,14
358,新北市,土城區,房地(土地+建物)+車位,新北市土城區學海街９號十三樓,17.67,住,,,1071103,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100922,116.21000000000001,2,1,1,有,有,11750000,121329,坡道平面,35.85,2000000,預售屋、或土地及建物分件登記案件；,RPTWMLKLJHHGFAF18DA,45.42,1.95,6.82,有,,1.0,十四,14
